id,candidato,criado em,texto,sentimento
10255,Simone,Fri Aug 26 22:31:53 +0000 2022,Hoje tem #SimoneNoJN! https://t.co/60KDJlBrrW,
10256,Simone,Fri Aug 26 22:30:48 +0000 2022,"Não são só duas opções! Vamos conhecer Simone Tebet
#SimoneNoJN 
#SimoneTebetNoJN 
#SimoneTebet",0
10257,Simone,Fri Aug 26 22:23:50 +0000 2022,"Eu vou ver o desempenho da tia e depois sextaaaaar. 
#SimonenoJN https://t.co/HMS1ddEXeC",
10258,Simone,Fri Aug 26 22:23:31 +0000 2022,Pensando aqui sobre o que a Simone vai falar sendo que ainda estamos tão longe do Natal: #SimonenoJN #Eleicoes2022 https://t.co/Hse0tx1zBj,
10259,Simone,Fri Aug 26 22:22:15 +0000 2022,"Perder a oportunidade de votar numa candidata dessas porque a @Anitta mandou votar no Lula? Sem chances, irmão. Vem… https://t.co/eAKeT89oL2",
10260,Simone,Fri Aug 26 22:20:05 +0000 2022,"Bora Simone Tebet , #SimonenoJN",
10261,Simone,Fri Aug 26 22:19:19 +0000 2022,"Hoje ,SIM teremos um entrevista a altura ,de quem sabe muito. 
Será mais Show de Entrevista.
@simonetebetbr eu Conf… https://t.co/JqeOkvVwG1",
10262,Simone,Fri Aug 26 22:19:09 +0000 2022,"A chapa mais bonita vai passar no JN. Vem assistir e se contagiar com a esperança. É 20h55, #SimonenoJN https://t.co/jVLh2zzuiG",
10263,Simone,Fri Aug 26 22:16:12 +0000 2022,É daqui a pouco #SimonenoJN https://t.co/T7f8v634Du,
10264,Simone,Fri Aug 26 22:11:40 +0000 2022,"É daqui a pouco!! 
@simonetebetbr no Jornal Nacional!
#SimonenoJN https://t.co/eo88oPXYlE",
10265,Simone,Fri Aug 26 22:11:02 +0000 2022,"Hoje temos um encontro marcado, no Jornal Nacional com a nossa futura presidente @simonetebet!
Simone está pronta p… https://t.co/tygxP0qY7s",
10266,Simone,Fri Aug 26 22:09:29 +0000 2022,"Se vc quer briga, quebra pau, baixaria e mentira, então Simone n tem nada pra te oferecer. Agora, se vc quer projet… https://t.co/e4SKnVVbV5",
10267,Simone,Fri Aug 26 22:07:28 +0000 2022,@ms63107536 Muita Gente vai conhecer a Simone tebet e irão conquistar muita simpatia por ela @ms63107536 Hoje ás 20h55 tem #SimoneNoJN,
10268,Simone,Fri Aug 26 22:06:59 +0000 2022,É 20h55 por causa do horário eleitoral. Mas já liga a tv 20h30 e comece a acompanhar. Hoje é dia de coragem e amor.… https://t.co/d1Z4yWNAkQ,
10269,Simone,Fri Aug 26 22:06:07 +0000 2022,Não vejo a hora de assistir #SimoneNoJN,
10270,Simone,Fri Aug 26 22:05:44 +0000 2022,Simone Tebet estará no Jornal Nacional na noite desta sexta-feira (16) para uma sabatina #SimoneNoJN https://t.co/qPBurBMyoa,
10271,Simone,Fri Aug 26 22:05:36 +0000 2022,Simone Tebet estará no Jornal Nacional na noite desta sexta-feira (16) para uma sabatina #SimoneNoJN https://t.co/j0YRBJJKig,
10272,Simone,Fri Aug 26 22:04:07 +0000 2022,"Se for pra escolher novidade nessa eleição, então tem que ser SIMONE TEBET 15. Todos os demais são uma volta ao pas… https://t.co/DHPKJczOdw",
10273,Simone,Fri Aug 26 22:02:06 +0000 2022,"@ana_battaglin 
Bora subir #SimoneNoJN

É hoje! https://t.co/37YnAl0KL8",
10274,Simone,Fri Aug 26 22:01:52 +0000 2022,"Saiba quem é Simone Tebet, entrevistada de hoje do Jornal Nacional
#SimonenoJN #JornalNacional #SimoneTebetNoJN… https://t.co/xWfLTultOa",
10275,Simone,Fri Aug 26 22:01:38 +0000 2022,"Saiba quem é Simone Tebet, entrevistada de hoje do Jornal Nacional
#SimonenoJN #JornalNacional #SimoneTebetNoJN… https://t.co/FrsMIPAerV",
10276,Simone,Fri Aug 26 22:00:59 +0000 2022,"O JN de hoje tem
#SimonenoJN 
Simone é 15. https://t.co/Wz2hzup1ZZ",
10277,Simone,Fri Aug 26 21:59:32 +0000 2022,"Hoje tem #SimonenoJN eu gosto muito da Senadora. Outra pena, quero ser pragmático, aliás, temos que ser.",
10278,Simone,Fri Aug 26 21:59:08 +0000 2022,Vem com a gente e twitta: #SimoneNoJN,
10279,Simone,Fri Aug 26 21:59:05 +0000 2022,"Hoje tem Tebet no #JornalNacional e o Brasil só fala em outra coisa! 

#SimonenoJN",
10280,Simone,Fri Aug 26 21:58:56 +0000 2022,"O JN de hoje será especial!
#SimonenoJN",
10281,Simone,Fri Aug 26 21:57:03 +0000 2022,@ms63107536 Vou Ver ás 20h55 #SimoneNoJN @ms63107536,
10282,Simone,Fri Aug 26 21:53:48 +0000 2022,O que mais me pega na chama Simone/Mara é q é a primeira chapa feminina concorrendo justamente contra um presidente… https://t.co/jx4Qix0UJI,
10283,Simone,Fri Aug 26 21:53:42 +0000 2022,@ms63107536 É Isso aí vamos seguir uns aos outros aqui ás 20h55 #SimoneNoJN @ms63107536,
10284,Simone,Fri Aug 26 21:52:10 +0000 2022,"Eu voto 15 com muito orgulho na minha @simonetebetbr ,pois ela me representa, já Votei como minha Senadora e não se… https://t.co/befMZnuucX",
10285,Simone,Fri Aug 26 21:51:50 +0000 2022,"Cara, imaginem o choque: Bolsonaro e Lula acham q só existem eles e q a eleição já está no 2 turno. Imagina a Simon… https://t.co/k1VoYoPFue",
10286,Simone,Fri Aug 26 21:49:34 +0000 2022,"Aproveitando a tag q tá subindo, SIM bora seguir uns aos outros aqui. Quem é Simonete segue de volta! E vamos 20h55 de #SimoneNoJN",
10287,Simone,Fri Aug 26 21:48:16 +0000 2022,"Hoje tem #SimonenoJN. Mais uma vez só se fala em outra coisa, mas vamos lá ver",
10288,Simone,Fri Aug 26 21:47:14 +0000 2022,Só vou sextar após assistir a #SimonenoJN https://t.co/uv2CWcoc6K,
10289,Simone,Fri Aug 26 21:46:39 +0000 2022,"Até agora, só fomos apresentador a candidatos raivosos. Um quer vingança contra toda a justiça e contra o Ministéri… https://t.co/rMN3k6wqd7",1
10290,Simone,Fri Aug 26 21:46:34 +0000 2022,Todos ligados hoje  #SimonenoJN,
10291,Simone,Fri Aug 26 21:46:15 +0000 2022,"@OLinoDoIpiranga @Renato45774472 @simonetebetbr @maragabrilli E confira, logo mais...
#SimonenoJN https://t.co/eHsLVoOlTY",
10292,Simone,Fri Aug 26 21:46:14 +0000 2022,É hoje #SimoneNoJN,
10293,Simone,Fri Aug 26 21:44:55 +0000 2022,"Hj é Sim
SIMONE TEBET no plim plim
#SimonenoJN https://t.co/dsxaIDy2x3",
10294,Simone,Fri Aug 26 21:43:34 +0000 2022,"Imagine quão pode ser diferente!

@simonetebetbr Presidente.
@maragabrilli Vice.

@EduardoJorge, @freire_roberto,… https://t.co/GuF4OrLgQK",
10295,Simone,Fri Aug 26 21:42:41 +0000 2022,"Cês tão lembrando que 20h55 tem @simonetebetbr no @jornalnacional,né? #SimonenoJN ✊💜",
10296,Simone,Fri Aug 26 21:42:12 +0000 2022,"Simone Sim! Então, Sim bora!
Espalhem a tag para todos os seus amigos via twitter. Vem de #SimonenoJN https://t.co/jNW1QtxBEM",
10297,Simone,Fri Aug 26 21:41:06 +0000 2022,@ms63107536 Com Certeza @ms63107536 #SimonenoJN,
10298,Simone,Fri Aug 26 21:39:58 +0000 2022,O esquenta pra #SimoneNoJN é agora! Espalhem a tag! Chamem todos os seus contatos. Postem em todas as redes sociais. Vamos de AMOR E CORAGEM,
10299,Simone,Fri Aug 26 21:39:51 +0000 2022,"Agora é Sim
É Sim em todo lugar! 
Elas Sim
Sim de Simone por todo Brasil

#SimoneNoJN https://t.co/ZilzPK2wT2",
10300,Simone,Fri Aug 26 21:39:10 +0000 2022,"Eu voto 15 @simonetebetbr com muito orgulho para Presidente, pois quem conhece seu trabalho sabe muito e sabemos qu… https://t.co/TNUfjyySGq",
10301,Simone,Fri Aug 26 21:38:41 +0000 2022,"Cês tão lembrando que 20h30 tem @simonetebetbr no @jornalnacional, né? 

Quero ver geral ligadinho para ouvir as pr… https://t.co/8fUV3itTkt",0
10302,Simone,Fri Aug 26 21:38:41 +0000 2022,"A MAMÃE CHEGOU! AVISA QUE É ELA!

Não percam! É #SimonenoJN 20h55 https://t.co/0fAsIpypXz",
10303,Simone,Fri Aug 26 21:36:42 +0000 2022,"Samuel Pessôa está com .@simonetebetbr 

Assista hoje #SimoneNoJN e vote sem medo.

Vote 1️⃣5️⃣✅ https://t.co/WLX7dZmB2l",
10304,Simone,Fri Aug 26 21:36:12 +0000 2022,É hora de mudança! Participe do tuitaço #SimonenoJN e vamos juntos com @simonetebetbr https://t.co/vFgDaDxiQH,
10305,Simone,Fri Aug 26 21:35:50 +0000 2022,"De todos os trabalhos políticos que eu já fiz, essa campanha presidencial é o mais desafiador! Vamos com fé até o f… https://t.co/ISZI1kbbSA",
10306,Simone,Fri Aug 26 21:35:07 +0000 2022,"Bora separa um pouco de seu tempo como fizeram com Bolsonaro,lula e Ciro #SimonenoJN",
10307,Simone,Fri Aug 26 21:33:35 +0000 2022,@simonetebetbr @jornalnacional Mudou o horário em função da propaganda eleitoral. Estaremos todos com você #SimonenoJN,
10308,Simone,Fri Aug 26 21:31:50 +0000 2022,@xico_alexandre Voto Na Simone tebet #SimoneNoJN @xico_alexandre,
10309,Simone,Fri Aug 26 21:30:57 +0000 2022,"Coitada da Simone Tebet! Além das poucas intenções de voto, a sabatina dela no #JN caiu justo na sexta-feira, depoi… https://t.co/DdHIBWLoxd",
10310,Simone,Fri Aug 26 21:30:06 +0000 2022,@Voberjunior #SimoneNoJN Irá Brilhar muito e vai agradar mais os indecisos @Voberjunior,
10311,Simone,Fri Aug 26 21:29:25 +0000 2022,@SomosMudaBrasil @CanalOndaLivre @EuVouPraLuta @AntonioUlisses8 @AntonyJojohn @CamilaBoni @felicianoazuaga… https://t.co/bSZkvqDQJp,
10312,Simone,Fri Aug 26 21:28:13 +0000 2022,"@simonetebetbr @jornalnacional Se as mulheres são maioria, por que a candidata @simonetebetbr não tem mais força na… https://t.co/OD5ZWoV9xL",
10313,Simone,Fri Aug 26 21:27:59 +0000 2022,Todo mundo ligado no @jornalnacional! #SimoneNoJN https://t.co/tJMdpWv3TA,
10314,Simone,Fri Aug 26 21:27:07 +0000 2022,Acompanhem hoje  #SimonenoJN,
10315,Simone,Fri Aug 26 21:26:59 +0000 2022,"@Voberjunior #SimoneNoJN

Vamos nessa que é bom à beça.",
10316,Simone,Fri Aug 26 21:25:41 +0000 2022,@Simoneiros15 É Hoje todo mundo ligado na Globo #SimoneNoJN @Simoneiros15,
10317,Simone,Fri Aug 26 21:25:14 +0000 2022,"SIMONE TEBET NO JORNAL NACIONAL: que horas começa o Jornal Nacional hoje, 26/08, ao vivo? Veja horário e onde assis… https://t.co/A6ptwaTCml",
10318,Simone,Fri Aug 26 21:22:09 +0000 2022,@Luizrodil Vamos Mudar este país venceremos e devolver a paz aos brasileiros e brasileiras #SimoneNoJN @Luizrodil,1
10319,Simone,Fri Aug 26 21:21:07 +0000 2022,"Simmmm 
Sim de Simone
Sim por todo Brasil 💪🏼💪🏿

E hoje ligados no Plim Plim

#SimonenoJN https://t.co/d6Tls3NVTM",
10320,Simone,Fri Aug 26 21:20:16 +0000 2022,HORA DO JORNAL NACIONAL DE HOJE (26/08): ENTREVISTA DE SIMONE TEBET NA TV GLOBO começa que horas? Saiba o horário… https://t.co/eL2gzzz0eY,0
10321,Simone,Fri Aug 26 21:18:18 +0000 2022,"É assim, com muito trabalho para mudar este país. 
#SimoneNoJN https://t.co/irROucLJXf",
10322,Simone,Fri Aug 26 21:16:04 +0000 2022,"🗣️📣 Atualizando! ⚠️

É hoje!!!

Logo mais vamos ter #SimoneNoJN https://t.co/D3Mz29DW1a https://t.co/51bVRV148k",
10323,Simone,Fri Aug 26 21:15:59 +0000 2022,"Já já, vamos todos juntos. 
#SimonenoJN https://t.co/s7dR5apTMy",
10324,Simone,Fri Aug 26 21:15:53 +0000 2022,@simonetablet_ @simonetebetbr O Povo vai conhecer Simone tebet hoje #SimoneNoJN @simonetablet_,
10325,Simone,Fri Aug 26 21:15:46 +0000 2022,"Tamo juntas
Hoje é no Plim Plim

#SimonenoJN https://t.co/3kckAhObTY",
10326,Simone,Fri Aug 26 21:15:05 +0000 2022,"Sim... Estamos On
#SimoneNoJN https://t.co/WnZIfD22zb",
10327,Simone,Fri Aug 26 21:12:17 +0000 2022,@Simoneiros15 Hoje Às 20h55 tem #SimoneNoJN @Simoneiros15,
10328,Simone,Fri Aug 26 21:10:51 +0000 2022,@PatrciaParra1 Daqui a Pouco tem #SimoneNoJN @PatrciaParra1,
10329,Simone,Fri Aug 26 21:10:30 +0000 2022,"Tá valendo.
Tá rolando.
#SimonenoJN",
10330,Simone,Fri Aug 26 21:09:12 +0000 2022,@simonetablet_ Eu Apoio a Simone tebet #SimoneNoJN,
10331,Simone,Fri Aug 26 21:09:02 +0000 2022,Daqui a pouco tem #SimonenoJN https://t.co/Ot44ExIPWn,
10332,Simone,Fri Aug 26 21:08:27 +0000 2022,@BrunoMa72106920 Vamos apoiar a nossa candidata! ✊💜#SimoneNoJN,
10333,Simone,Fri Aug 26 21:07:14 +0000 2022,Convide os amigos e familiares para assistir e conhecer a nossa candidata @simonetebetbr 💜 #SimoneNoJN https://t.co/HiWQdaRnoX,
10334,Simone,Fri Aug 26 21:06:23 +0000 2022,@xico_alexandre @simonetebetbr @jornalnacional A Simone tebet irá pacificar o Brasil logo mais tem #SimoneNoJN @xico_alexandre,
10335,Simone,Fri Aug 26 21:05:24 +0000 2022,Hoje tem #SimonenoJN!,
10336,Simone,Fri Aug 26 21:03:59 +0000 2022,Vou assistir #SimonenoJN https://t.co/NbibFFAmsH,
10337,Simone,Fri Aug 26 21:03:06 +0000 2022,"@simonetebetbr @jornalnacional Tamos a postos!

#SimonenoJN https://t.co/B44WCi0WYB",0
10338,Simone,Fri Aug 26 21:02:52 +0000 2022,Bora #SimonenoJN,
10339,Simone,Fri Aug 26 21:02:25 +0000 2022,@xico_alexandre #Hoje Tem #SimoneNoJN Às 20h55 @xico_alexandre Iremos assistir,
10340,Simone,Fri Aug 26 21:01:38 +0000 2022,"Hoje temos um encontro marcado, às 20h55, no @jornalnacional. Vamos falar sobre nossas propostas e como juntos, lad… https://t.co/NPvpIAyYMw",
10341,Simone,Fri Aug 26 21:00:13 +0000 2022,"Vambora, vambora, vambora.
Tá na hora, na hora, na hora...

Logo mais teremos 
#SimoneNoJN https://t.co/RnMLWOGkgO https://t.co/MW9EShshlk",1
10342,Simone,Fri Aug 26 20:58:53 +0000 2022,@simonetablet_ Já Já tem o Tuitaço #SimoneNoJN vamos participar da Hashtag,
10343,Simone,Fri Aug 26 20:58:48 +0000 2022,"HORARIO DO JORNAL NACIONAL AO VIVO: Que horas começa a ENTREVISTA DE SIMONE TEBET NA TV GLOBO HOJE, 26/08?… https://t.co/JrMiYinzBY",
10344,Simone,Fri Aug 26 20:56:52 +0000 2022,"É HOJE! Tá chegando a hora do nosso grande tuitaço. 
Participe publicando um tweet com a #SimoneNoJN.  
A partir da… https://t.co/zx3dQZBHav",
10345,Simone,Fri Aug 26 20:49:14 +0000 2022,Hoje tem #SimonenoJN!,
10346,Simone,Fri Aug 26 20:48:48 +0000 2022,"JORNAL NACIONAL DE HOJE: quem vai ser entrevistado ao vivo na sabatina? Veja onde assistir e horário de hoje, 26/08… https://t.co/W95Gg5VfKC",
10347,Simone,Fri Aug 26 20:37:59 +0000 2022,Hoje tem @simonetebetbr no @jornalnacional #SimonenoJN https://t.co/zIbvRALkb0,
10348,Simone,Fri Aug 26 20:35:34 +0000 2022,"JORNAL NACIONAL HOJE AO VIVO: quem é o entrevistado desta sexta, 26/08? Veja horário e onde assistir ao JN… https://t.co/OzLHx2PBNB",
10349,Simone,Fri Aug 26 20:28:01 +0000 2022,"Gente, tadinha de Simone... Ninguém vai levantar nem uma tagzinha de #SimonenoJN",
10350,Simone,Fri Aug 26 20:27:38 +0000 2022,@Simoneiros15 Esse Tuitaço vai aumentar ainda mais vamos Espalhar a mensagem de mudança por todos os cantos do Bras… https://t.co/O4Xs1rBEeZ,1
10351,Simone,Fri Aug 26 20:27:19 +0000 2022,"QUEM É O ENTREVISTADO DO JORNAL NACIONAL DE HOJE? Veja onde assistir e horário da sabatina hoje, 26/08… https://t.co/QIxhBha1mf",
10352,Simone,Fri Aug 26 20:22:17 +0000 2022,"Faça como a @liviaalbumdb 
Assista e convide amigos e familiares para assistir e conhecer a nossa candidata… https://t.co/uRHyhps6lI",
10353,Simone,Fri Aug 26 20:21:38 +0000 2022,Vamos espalhar a mensagem de mudança por todos os cantos do Brasil! Participe do tuitaço publicando um tweet com a*… https://t.co/DwjotWY6O7,
10354,Simone,Fri Aug 26 19:49:52 +0000 2022,"⚠️ Lembrete: é hoje‼️

#SimoneNoJN https://t.co/LlwUpVh490",
10355,Simone,Fri Aug 26 19:38:44 +0000 2022,@linsaquiles Sobe a #simonenoJN vai bombar...,
10356,Simone,Fri Aug 26 19:33:53 +0000 2022,"Hoje no #JN: Simone, vc teve uma relação conflituosa com sua irmã Simaria... como vai conseguir presidir o Brasil e… https://t.co/iBK2eAbq5y",
10357,Simone,Fri Aug 26 19:21:54 +0000 2022,Vamos acompanhar a nossa candidata @simonetebetbr no @jornalnacional . É hoje as 20:55hs! #SimonenoJN,
10358,Simone,Fri Aug 26 18:52:26 +0000 2022,"Essa será uma eleição em 2 turnos, tenham certeza. A campanha em tv será de uma baixaria sem igual. Resta evidente,… https://t.co/SBRNMBxhaZ",
10359,Simone,Fri Aug 26 18:43:07 +0000 2022,Por motivos de saude nao sei se conseguirei assistir #SimonenoJN pretendo.,
10360,Simone,Fri Aug 26 18:36:07 +0000 2022,@virvett @Robcahp Já devem ter lhe dito que mais do que defeito o grave de lulopetistas como você é ser cúmplice ao… https://t.co/dmKFyfiAnT,
10361,Simone,Fri Aug 26 18:20:22 +0000 2022,Vamos ver o que a candidata tem nos apresentar #SimonenoJN https://t.co/tM1mUlFLF2,
10362,Simone,Fri Aug 26 17:58:38 +0000 2022,@miriamleitao #PTNuncaMais  é inacreditável que você apoie esse candidato #SimonePresidente15 #SimonenoJN,
10363,Simone,Fri Aug 26 17:50:14 +0000 2022,#SimonenoJN hoje,0
10364,Simone,Fri Aug 26 17:48:23 +0000 2022,"#SimoneSim
#SimonenoJN 
Hj é dia de Simone Tebet No Jornal Nacional. https://t.co/DabY9LUeWm",
10365,Simone,Fri Aug 26 17:35:04 +0000 2022,"Hj tem #SimonenoJN 

Segunda e ontem teve gente xingando na janela do bairro. Estamos juntos por um Brasil sem ódio https://t.co/2H5s5KYSjl",
10366,Simone,Fri Aug 26 17:32:00 +0000 2022,"Ho tem Simone Tebet no Jornal Nacional!!!
#SimoneNoJN 
#SimonePresidente15 
#VoteSimone15 https://t.co/daKB6ro25J",
10367,Simone,Fri Aug 26 17:30:35 +0000 2022,"DIVULGUEM!!
#SimonenoJN #SimoneTebetPresidente https://t.co/mF492QFRSg",
10368,Simone,Fri Aug 26 17:27:25 +0000 2022,"Resumo da disputa eleitoral:
Lula: 🥇
Bolsonaro: 💩
Ciro: 🗼
Tebet: ❓
Olavo: 💀

#LulaNoJN #LulaPresidente13… https://t.co/m6HJWkasrb",
10369,Simone,Fri Aug 26 16:47:06 +0000 2022,"Voltando no Twitter por um bem maior, o futuro do brasil heheeh 
Acompanhem hoje a Simone Tebet no Jornal nacional 
#SimonenoJN",
10370,Simone,Fri Aug 26 16:39:31 +0000 2022,Hoje tem #SimonenoJN https://t.co/9LToJttWRv,
10371,Simone,Fri Aug 26 16:25:13 +0000 2022,"Já tivemos:
#CiroNoJN
#BoIsonaroNoJN
#LuIaNoJN

Vamos manter o padrão:

#SimoneNoJN
Hoje tem!
Simone no Jornal Naci… https://t.co/iUk1PDE5pH",
10372,Simone,Fri Aug 26 16:23:05 +0000 2022,"Essa é #SimonePresidente15 
#SimonenoJN https://t.co/psRw8TYt5j",
10373,Simone,Fri Aug 26 16:16:34 +0000 2022,"É hoje, #SimoneNoJN primeiro turno é buscar o melhor, vamos ver as propostas, é isso que importa.… https://t.co/sBUpJuYTnF",
10374,Simone,Fri Aug 26 15:58:00 +0000 2022,"Diferente de Lula e Bolsonaro, em sua entrevista @simonetebetbr não terá de se defender de escândalos de corrupção… https://t.co/gMl8jGQjXg",
10375,Simone,Fri Aug 26 15:57:57 +0000 2022,Não percam! É hoje! #SimoneNoJN #SimoneTebetPresidente #SimoneSim https://t.co/Tq0KnoFETm,
10376,Simone,Fri Aug 26 15:23:37 +0000 2022,@josemarsehnem @AttuchLeonardo O foda q falaram q a sabatina da #SimoneNoJN #TebetNoJN seria o @Cavalo_do_Bugre jog… https://t.co/3unjBj6gT3,
10377,Simone,Fri Aug 26 15:20:09 +0000 2022,Essa entrevista da Simone no JN hoje é pra falar do fim da dupla com a Simaria? #SimonenoJN #LulaNoJN,
10378,Simone,Fri Aug 26 15:15:08 +0000 2022,Hoje tem #SimonenoJN,
10379,Simone,Fri Aug 26 14:44:13 +0000 2022,"Temos um encontro com @simonetebetbr hoje, no Jornal Nacional. Venha conhecer as propostas para mudar o Brasil de v… https://t.co/f9PFyyBYpS",
10380,Simone,Fri Aug 26 14:11:32 +0000 2022,"Cada um que parou para ouvir Lula, Bolsonaro e Ciro reserve um pouco de seu tempo para ouvir a Simone tbm!!! #SimonenoJN",
10381,Simone,Fri Aug 26 14:08:02 +0000 2022,"Separe um espaço do seu tempo, se conseguir para acompanhar!!! #SimonenoJN",
10382,Simone,Fri Aug 26 14:04:18 +0000 2022,"*Temos um encontro marcado hoje, às 20h30, no Jornal Nacional. Compartilhe com seus amigos, chama todo mundo! Vem c… https://t.co/26k6T9kdRA",
10383,Simone,Fri Aug 26 14:00:42 +0000 2022,Hoje convido a todos a ficar ligado no jn para ouvir mais uma entrevista a candidatados a presidência e acompanhar… https://t.co/vhNlf251e5,0
10384,Simone,Fri Aug 26 14:00:20 +0000 2022,"Hoje à noite às 20h55, sexta, 26/08 no @jornalnacional ouçam tb a @simonetebetbr 
#SimonePresidente15 
#MaraVice… https://t.co/zmGanTaSoY",
10385,Simone,Fri Aug 26 13:11:14 +0000 2022,"Hoje Simone Tebet, será entrevistada na bancada do Jornal Nacional. #SimonenoJN",
10386,Simone,Fri Aug 26 12:59:04 +0000 2022,Hoje teremos a única mulher candidata a Presidência da República no maior canal de comunicação desse país. Vamos fi… https://t.co/Wplnyqv04H,
10387,Simone,Fri Aug 26 12:53:01 +0000 2022,"Sextou com ""S"" de #SimoneNoJN @simonetebetbr ✊💜 https://t.co/ikY72uJLrH",
10388,Simone,Fri Aug 26 12:45:16 +0000 2022,#SimonenoJN é hoje! Não percam. https://t.co/vSgWLRx0vD,
10389,Simone,Fri Aug 26 12:42:33 +0000 2022,"Estou muito curioso para ver a entrevista da Simone Tebet hoje no JN , #SimonenoJN",
10390,Simone,Fri Aug 26 12:42:19 +0000 2022,"Sextou com ""S"" de #SimoneNoJN @simonetebetbr ✊💜 https://t.co/DoNc8VYRoi",
10391,Simone,Fri Aug 26 12:40:57 +0000 2022,Hoje tem #SimonenoJN https://t.co/Fj8IyadzE4,
10392,Simone,Fri Aug 26 11:42:40 +0000 2022,Cês me desculpem mais na minha opinião Bonner e Renata não tão bem não. O povo que saber as propostas dos candidato… https://t.co/y6DzV7ylZ3,
10393,Simone,Fri Aug 26 11:24:52 +0000 2022,"Convido a todos a acompanhar hoje, no Jornal Nacional, a entrevista da candidata @simonetebetbr, a mais preparada e… https://t.co/Hsxv9vQu8G",
10394,Simone,Fri Aug 26 11:16:42 +0000 2022,@simonetebetbr @MDB_Nacional @PSDBoficial @23cidadania @podemos19 Esperamos vc no JN. Nossa única esperança contra… https://t.co/ZV1qjwYgy6,
10395,Simone,Fri Aug 26 01:08:28 +0000 2022,@gioewbank @LulaOficial Minha presidenta é ela!!! #SimoneNoJN https://t.co/tv27ONPCsm,
10396,Simone,Thu Aug 25 14:07:00 +0000 2022,"Pelo q tô vendo, vai ser no segundo turno pq no twitter o pessoal vai forte votar no Ciro Gomes. Agora a minha surp… https://t.co/DrkwB2dqEf",
10397,Simone,Wed Aug 24 02:45:01 +0000 2022,"Ontem, Bolsonaro mal pôde falar de seus projetos. Hoje o Ciro pôde falar de vários temas. Espero que Lula e Simone… https://t.co/UapWk023yc",
10398,Simone,Tue Aug 23 23:52:12 +0000 2022,"Jogo da Discórdia do bbb22 atacando o Arthur.

#CiroNoJN #BolsonaroNoJN #SimoneNoJN atacar o Lula.
#TebetNoJN

Ou seja

#JN #JornalNacional",0
10399,Simone,Sat Aug 27 23:36:31 +0000 2022,"Ontem à tivemos #SimoneNoJN.

@simonetebetbr
falou para o povo brasileiro na entrevista com o Bonner e a Renata no… https://t.co/pkulZfUEF4",
10400,Simone,Sat Aug 27 23:23:59 +0000 2022,"Ontem rolou #SimoneNaJovemPan, pela manhã.
Excelente treino para a noite, quando tivemos #SimoneNoJN
derrubando as… https://t.co/NSPFuxjQz5",
10401,Simone,Sat Aug 27 23:02:28 +0000 2022,"Repercussão da sabatina de #SimonePresidente15 no @jornalnacional:
https://t.co/urtNgGOU9p
#SimonenoJN é unanimidad… https://t.co/LWZjbzrUpl",
10402,Simone,Sat Aug 27 22:18:45 +0000 2022,"Muito bonito seu discurso no JN mas ""eu sei o que a senhora fez no verão passado""
Agrogolpe não tem meu voto, não I… https://t.co/6zNlI1DSrJ",-1
10403,Simone,Sat Aug 27 19:49:33 +0000 2022,Confira a entrevista da candidata à Presidência da República Simone Tebet (MDB) ao #JornalNacional:… https://t.co/VzE14cJARp,
10404,Simone,Sat Aug 27 19:48:54 +0000 2022,Veja as considerações finais de Simone Tebet (MDB): https://t.co/BJRZmokuKl #JornalNacional #SimoneNoJN https://t.co/rasDxltvWF,
10405,Simone,Sat Aug 27 19:48:39 +0000 2022,Simone Tebet responde sobre trabalho informal: https://t.co/N4gKDpMI1Z #JornalNacional #SimoneNoJN https://t.co/ZxwDWQCZFe,
10406,Simone,Sat Aug 27 19:48:21 +0000 2022,Simone Tebet responde sobre segurança pública: https://t.co/hnU2DD4Uhh #JornalNacional #SimoneNoJN https://t.co/RetP5NLUJ7,
10407,Simone,Sat Aug 27 19:48:04 +0000 2022,Simone Tebet responde sobre educação: https://t.co/Xt6OLZ4MfQ #JornalNacional #SimoneNoJN https://t.co/8F5FMHJV0K,
10408,Simone,Sat Aug 27 19:47:43 +0000 2022,Simone Tebet responde sobre reforma tributária: https://t.co/bet64OHzAl #JornalNacional #SimoneNoJN https://t.co/vGgvLCeoRX,
10409,Simone,Sat Aug 27 19:46:46 +0000 2022,Simone Tebet responde sobre candidaturas de mulheres: https://t.co/kpgKYQKD55 #JornalNacional #SimoneNoJN https://t.co/YbdmC44YRl,
10410,Simone,Sat Aug 27 19:46:28 +0000 2022,Simone Tebet responde sobre apoio dentro do MDB: https://t.co/Y0h6108t1b #JornalNacional #SimoneNoJN https://t.co/Ml9tLzPPPE,
10411,Simone,Sat Aug 27 19:46:11 +0000 2022,Simone Tebet responde sobre corrupção: https://t.co/dK8m5OChTJ #JornalNacional #SimoneNoJN https://t.co/oGWlXlLeHl,
10412,Simone,Sat Aug 27 19:45:56 +0000 2022,Confira todos os vídeos da entrevista de Simone Tebet (MDB) ao #JornalNacional: https://t.co/7Vasi5LSAX #SimoneNoJN,
10413,Simone,Sat Aug 27 19:45:45 +0000 2022,🧶 Siga o fio sobre a entrevista da candidata à Presidência da República Simone Tebet (MDB) ao #JornalNacional:… https://t.co/dFC93PSzyT,
10414,Simone,Sat Aug 27 19:33:42 +0000 2022,"🇧🇷📊 Pesquisa Presidente do Brasil 2022 N°1:

Se a eleição presidencial fosse no próximo domingo, como você votaria?… https://t.co/R9xhhU6w0I",
